json_data
"{""timestamp"": ""2025-10-28T14:21:00"", ""text"": ""ai python automation""}"
"{""timestamp"": ""2025-10-28T10:21:00"", ""text"": ""python learn analysis analysis""}"
"{""timestamp"": ""2025-10-28T14:48:00"", ""text"": ""python learn automation analysis python""}"
"{""timestamp"": ""2025-10-28T12:36:00"", ""text"": ""learn data powerbi python""}"
"{""timestamp"": ""2025-10-28T14:05:00"", ""text"": ""powerbi ai learn""}"
"{""timestamp"": ""2025-10-28T09:32:00"", ""text"": ""n8n powerbi learn""}"
"{""timestamp"": ""2025-10-28T12:17:00"", ""text"": ""analysis powerbi n8n""}"
"{""timestamp"": ""2025-10-28T12:15:00"", ""text"": ""automation python""}"
"{""timestamp"": ""2025-10-28T14:05:00"", ""text"": ""click n8n""}"
"{""timestamp"": ""2025-10-28T12:59:00"", ""text"": ""python learn data stream""}"
"{""timestamp"": ""2025-10-28T13:30:00"", ""text"": ""n8n stream""}"
"{""timestamp"": ""2025-10-28T11:08:00"", ""text"": ""powerbi data powerbi analysis""}"
"{""timestamp"": ""2025-10-28T13:43:00"", ""text"": ""n8n analysis""}"
"{""timestamp"": ""2025-10-28T09:05:00"", ""text"": ""stream analysis python stream""}"
"{""timestamp"": ""2025-10-28T14:48:00"", ""text"": ""stream data n8n stream ai""}"
"{""timestamp"": ""2025-10-28T09:58:00"", ""text"": ""automation python learn automation""}"
"{""timestamp"": ""2025-10-28T14:49:00"", ""text"": ""click powerbi learn powerbi""}"
"{""timestamp"": ""2025-10-28T13:34:00"", ""text"": ""python n8n ai automation n8n""}"
"{""timestamp"": ""2025-10-28T11:16:00"", ""text"": ""stream ai stream""}"
"{""timestamp"": ""2025-10-28T14:28:00"", ""text"": ""click n8n click click learn""}"
"{""timestamp"": ""2025-10-28T11:54:00"", ""text"": ""automation stream python""}"
"{""timestamp"": ""2025-10-28T09:57:00"", ""text"": ""python python""}"
"{""timestamp"": ""2025-10-28T11:30:00"", ""text"": ""ai powerbi powerbi powerbi""}"
"{""timestamp"": ""2025-10-28T12:42:00"", ""text"": ""automation stream ai analysis""}"
"{""timestamp"": ""2025-10-28T10:20:00"", ""text"": ""ai n8n analysis automation click""}"
"{""timestamp"": ""2025-10-28T12:52:00"", ""text"": ""data stream ai""}"
"{""timestamp"": ""2025-10-28T09:01:00"", ""text"": ""ai click n8n powerbi""}"
"{""timestamp"": ""2025-10-28T11:14:00"", ""text"": ""ai analysis ai automation automation""}"
"{""timestamp"": ""2025-10-28T13:16:00"", ""text"": ""automation automation""}"
"{""timestamp"": ""2025-10-28T10:31:00"", ""text"": ""python learn n8n analysis""}"
"{""timestamp"": ""2025-10-28T13:19:00"", ""text"": ""python ai powerbi stream""}"
"{""timestamp"": ""2025-10-28T09:54:00"", ""text"": ""n8n analysis python""}"
"{""timestamp"": ""2025-10-28T14:20:00"", ""text"": ""click stream data""}"
"{""timestamp"": ""2025-10-28T11:32:00"", ""text"": ""n8n n8n powerbi python""}"
"{""timestamp"": ""2025-10-28T14:27:00"", ""text"": ""data n8n""}"
"{""timestamp"": ""2025-10-28T13:19:00"", ""text"": ""automation learn""}"
"{""timestamp"": ""2025-10-28T14:11:00"", ""text"": ""stream stream learn n8n data""}"
"{""timestamp"": ""2025-10-28T10:41:00"", ""text"": ""data automation powerbi powerbi click""}"
"{""timestamp"": ""2025-10-28T10:18:00"", ""text"": ""click powerbi python""}"
"{""timestamp"": ""2025-10-28T12:11:00"", ""text"": ""analysis n8n n8n learn""}"
"{""timestamp"": ""2025-10-28T10:22:00"", ""text"": ""python n8n""}"
"{""timestamp"": ""2025-10-28T13:36:00"", ""text"": ""data powerbi learn""}"
"{""timestamp"": ""2025-10-28T13:31:00"", ""text"": ""python ai python python""}"
"{""timestamp"": ""2025-10-28T09:00:00"", ""text"": ""ai powerbi""}"
"{""timestamp"": ""2025-10-28T14:06:00"", ""text"": ""n8n stream data python click""}"
"{""timestamp"": ""2025-10-28T11:45:00"", ""text"": ""ai analysis python ai learn""}"
"{""timestamp"": ""2025-10-28T13:10:00"", ""text"": ""powerbi click click click click""}"
"{""timestamp"": ""2025-10-28T09:09:00"", ""text"": ""python automation powerbi""}"
"{""timestamp"": ""2025-10-28T09:57:00"", ""text"": ""analysis click n8n""}"
"{""timestamp"": ""2025-10-28T12:05:00"", ""text"": ""learn data data""}"
"{""timestamp"": ""2025-10-28T11:37:00"", ""text"": ""n8n automation data""}"
"{""timestamp"": ""2025-10-28T11:02:00"", ""text"": ""stream powerbi powerbi automation ai""}"
"{""timestamp"": ""2025-10-28T09:29:00"", ""text"": ""ai automation data python""}"
"{""timestamp"": ""2025-10-28T11:03:00"", ""text"": ""automation n8n powerbi click python""}"
"{""timestamp"": ""2025-10-28T13:50:00"", ""text"": ""stream python ai python ai""}"
"{""timestamp"": ""2025-10-28T09:40:00"", ""text"": ""automation powerbi""}"
"{""timestamp"": ""2025-10-28T09:43:00"", ""text"": ""powerbi analysis n8n python analysis""}"
"{""timestamp"": ""2025-10-28T13:08:00"", ""text"": ""click stream data""}"
"{""timestamp"": ""2025-10-28T09:35:00"", ""text"": ""stream ai""}"
"{""timestamp"": ""2025-10-28T13:32:00"", ""text"": ""analysis python automation python""}"
"{""timestamp"": ""2025-10-28T10:04:00"", ""text"": ""analysis powerbi automation click analysis""}"
"{""timestamp"": ""2025-10-28T10:05:00"", ""text"": ""stream click powerbi n8n automation""}"
"{""timestamp"": ""2025-10-28T14:37:00"", ""text"": ""click powerbi""}"
"{""timestamp"": ""2025-10-28T13:03:00"", ""text"": ""learn n8n automation analysis ai""}"
"{""timestamp"": ""2025-10-28T13:41:00"", ""text"": ""python automation analysis click""}"
"{""timestamp"": ""2025-10-28T10:24:00"", ""text"": ""data n8n python powerbi automation""}"
"{""timestamp"": ""2025-10-28T11:15:00"", ""text"": ""ai automation ai n8n""}"
"{""timestamp"": ""2025-10-28T13:30:00"", ""text"": ""automation stream""}"
"{""timestamp"": ""2025-10-28T14:10:00"", ""text"": ""python click analysis click""}"
"{""timestamp"": ""2025-10-28T12:36:00"", ""text"": ""data analysis data learn n8n""}"
"{""timestamp"": ""2025-10-28T10:48:00"", ""text"": ""automation ai""}"
"{""timestamp"": ""2025-10-28T13:36:00"", ""text"": ""powerbi data data""}"
"{""timestamp"": ""2025-10-28T14:53:00"", ""text"": ""n8n python click""}"
"{""timestamp"": ""2025-10-28T10:42:00"", ""text"": ""analysis automation n8n""}"
"{""timestamp"": ""2025-10-28T11:39:00"", ""text"": ""learn learn analysis n8n analysis""}"
"{""timestamp"": ""2025-10-28T12:24:00"", ""text"": ""click analysis analysis""}"
"{""timestamp"": ""2025-10-28T14:43:00"", ""text"": ""n8n n8n powerbi stream data""}"
"{""timestamp"": ""2025-10-28T14:32:00"", ""text"": ""ai data learn""}"
"{""timestamp"": ""2025-10-28T12:11:00"", ""text"": ""ai powerbi data ai ai""}"
"{""timestamp"": ""2025-10-28T12:44:00"", ""text"": ""python data stream powerbi""}"
"{""timestamp"": ""2025-10-28T13:24:00"", ""text"": ""python analysis ai ai analysis""}"
"{""timestamp"": ""2025-10-28T12:51:00"", ""text"": ""python powerbi learn analysis click""}"
"{""timestamp"": ""2025-10-28T10:01:00"", ""text"": ""click python""}"
"{""timestamp"": ""2025-10-28T11:06:00"", ""text"": ""n8n data learn ai""}"
"{""timestamp"": ""2025-10-28T10:55:00"", ""text"": ""n8n stream automation""}"
"{""timestamp"": ""2025-10-28T09:32:00"", ""text"": ""python learn""}"
"{""timestamp"": ""2025-10-28T11:53:00"", ""text"": ""powerbi n8n powerbi""}"
"{""timestamp"": ""2025-10-28T09:10:00"", ""text"": ""n8n learn""}"
"{""timestamp"": ""2025-10-28T14:01:00"", ""text"": ""python stream""}"
"{""timestamp"": ""2025-10-28T13:43:00"", ""text"": ""python ai stream powerbi automation""}"
"{""timestamp"": ""2025-10-28T10:57:00"", ""text"": ""n8n learn python""}"
"{""timestamp"": ""2025-10-28T14:01:00"", ""text"": ""learn stream automation python""}"
"{""timestamp"": ""2025-10-28T10:52:00"", ""text"": ""python powerbi powerbi analysis""}"
"{""timestamp"": ""2025-10-28T09:03:00"", ""text"": ""click stream""}"
"{""timestamp"": ""2025-10-28T09:36:00"", ""text"": ""analysis learn python n8n click""}"
"{""timestamp"": ""2025-10-28T14:23:00"", ""text"": ""n8n n8n""}"
"{""timestamp"": ""2025-10-28T09:30:00"", ""text"": ""data click click automation""}"
"{""timestamp"": ""2025-10-28T10:57:00"", ""text"": ""analysis stream data data n8n""}"
"{""timestamp"": ""2025-10-28T09:34:00"", ""text"": ""python learn n8n ai click""}"
"{""timestamp"": ""2025-10-28T09:16:00"", ""text"": ""powerbi analysis powerbi learn""}"
"{""timestamp"": ""2025-10-28T11:49:00"", ""text"": ""learn ai python""}"
"{""timestamp"": ""2025-10-28T09:36:00"", ""text"": ""learn n8n stream stream""}"
"{""timestamp"": ""2025-10-28T13:23:00"", ""text"": ""ai click analysis stream stream""}"
"{""timestamp"": ""2025-10-28T11:01:00"", ""text"": ""ai n8n python automation""}"
"{""timestamp"": ""2025-10-28T11:22:00"", ""text"": ""powerbi click python""}"
"{""timestamp"": ""2025-10-28T14:42:00"", ""text"": ""click automation stream automation""}"
"{""timestamp"": ""2025-10-28T13:08:00"", ""text"": ""stream n8n analysis automation""}"
"{""timestamp"": ""2025-10-28T10:49:00"", ""text"": ""learn analysis analysis python automation""}"
"{""timestamp"": ""2025-10-28T13:36:00"", ""text"": ""powerbi n8n data python""}"
"{""timestamp"": ""2025-10-28T10:07:00"", ""text"": ""python python n8n click click""}"
"{""timestamp"": ""2025-10-28T13:52:00"", ""text"": ""automation automation""}"
"{""timestamp"": ""2025-10-28T13:55:00"", ""text"": ""click n8n powerbi powerbi""}"
"{""timestamp"": ""2025-10-28T13:02:00"", ""text"": ""click learn analysis python data""}"
"{""timestamp"": ""2025-10-28T11:04:00"", ""text"": ""analysis data n8n n8n learn""}"
"{""timestamp"": ""2025-10-28T13:02:00"", ""text"": ""automation analysis learn data""}"
"{""timestamp"": ""2025-10-28T12:28:00"", ""text"": ""stream ai""}"
"{""timestamp"": ""2025-10-28T10:37:00"", ""text"": ""analysis ai analysis analysis automation""}"
"{""timestamp"": ""2025-10-28T09:48:00"", ""text"": ""powerbi learn""}"
"{""timestamp"": ""2025-10-28T09:49:00"", ""text"": ""ai n8n analysis automation""}"
"{""timestamp"": ""2025-10-28T14:37:00"", ""text"": ""powerbi data learn data""}"
"{""timestamp"": ""2025-10-28T12:40:00"", ""text"": ""python powerbi click ai powerbi""}"
"{""timestamp"": ""2025-10-28T12:01:00"", ""text"": ""python click""}"
"{""timestamp"": ""2025-10-28T12:36:00"", ""text"": ""powerbi n8n ai python analysis""}"
"{""timestamp"": ""2025-10-28T12:30:00"", ""text"": ""stream automation""}"
"{""timestamp"": ""2025-10-28T12:59:00"", ""text"": ""data ai powerbi powerbi""}"
"{""timestamp"": ""2025-10-28T09:27:00"", ""text"": ""stream analysis python""}"
"{""timestamp"": ""2025-10-28T14:44:00"", ""text"": ""powerbi click""}"
"{""timestamp"": ""2025-10-28T14:34:00"", ""text"": ""click n8n click""}"
"{""timestamp"": ""2025-10-28T14:30:00"", ""text"": ""ai learn automation powerbi""}"
"{""timestamp"": ""2025-10-28T09:50:00"", ""text"": ""automation automation python""}"
"{""timestamp"": ""2025-10-28T09:31:00"", ""text"": ""powerbi powerbi data""}"
"{""timestamp"": ""2025-10-28T12:26:00"", ""text"": ""ai powerbi ai python""}"
"{""timestamp"": ""2025-10-28T11:53:00"", ""text"": ""analysis n8n""}"
"{""timestamp"": ""2025-10-28T09:55:00"", ""text"": ""automation n8n stream automation""}"
"{""timestamp"": ""2025-10-28T11:07:00"", ""text"": ""ai powerbi automation click learn""}"
"{""timestamp"": ""2025-10-28T10:38:00"", ""text"": ""learn python python stream stream""}"
"{""timestamp"": ""2025-10-28T10:37:00"", ""text"": ""click data ai""}"
"{""timestamp"": ""2025-10-28T13:34:00"", ""text"": ""n8n ai analysis data""}"
"{""timestamp"": ""2025-10-28T12:49:00"", ""text"": ""powerbi data learn data""}"
"{""timestamp"": ""2025-10-28T10:11:00"", ""text"": ""learn python learn click automation""}"
"{""timestamp"": ""2025-10-28T12:36:00"", ""text"": ""analysis analysis ai""}"
"{""timestamp"": ""2025-10-28T10:33:00"", ""text"": ""data data analysis stream""}"
"{""timestamp"": ""2025-10-28T11:22:00"", ""text"": ""stream python click stream""}"
"{""timestamp"": ""2025-10-28T12:56:00"", ""text"": ""learn click python""}"
"{""timestamp"": ""2025-10-28T11:07:00"", ""text"": ""powerbi ai automation learn python""}"
"{""timestamp"": ""2025-10-28T09:38:00"", ""text"": ""stream ai""}"
"{""timestamp"": ""2025-10-28T12:46:00"", ""text"": ""n8n click stream powerbi""}"
"{""timestamp"": ""2025-10-28T13:41:00"", ""text"": ""click learn click""}"
"{""timestamp"": ""2025-10-28T09:50:00"", ""text"": ""n8n learn analysis automation data""}"
"{""timestamp"": ""2025-10-28T09:25:00"", ""text"": ""click n8n""}"
"{""timestamp"": ""2025-10-28T14:33:00"", ""text"": ""powerbi click data automation""}"
"{""timestamp"": ""2025-10-28T13:36:00"", ""text"": ""powerbi python data click stream""}"
"{""timestamp"": ""2025-10-28T09:07:00"", ""text"": ""data ai data analysis click""}"
"{""timestamp"": ""2025-10-28T09:47:00"", ""text"": ""analysis n8n learn click ai""}"
"{""timestamp"": ""2025-10-28T11:01:00"", ""text"": ""n8n learn ai click automation""}"
"{""timestamp"": ""2025-10-28T10:25:00"", ""text"": ""powerbi n8n n8n automation python""}"
"{""timestamp"": ""2025-10-28T12:28:00"", ""text"": ""learn automation analysis powerbi learn""}"
"{""timestamp"": ""2025-10-28T13:08:00"", ""text"": ""powerbi data""}"
"{""timestamp"": ""2025-10-28T13:06:00"", ""text"": ""data automation python analysis data""}"
"{""timestamp"": ""2025-10-28T10:49:00"", ""text"": ""stream stream""}"
"{""timestamp"": ""2025-10-28T12:25:00"", ""text"": ""automation stream n8n analysis ai""}"
"{""timestamp"": ""2025-10-28T09:30:00"", ""text"": ""n8n powerbi""}"
"{""timestamp"": ""2025-10-28T10:24:00"", ""text"": ""analysis stream click analysis""}"
"{""timestamp"": ""2025-10-28T12:14:00"", ""text"": ""analysis click click n8n n8n""}"
"{""timestamp"": ""2025-10-28T09:01:00"", ""text"": ""automation data learn powerbi""}"
"{""timestamp"": ""2025-10-28T12:19:00"", ""text"": ""analysis analysis n8n""}"
"{""timestamp"": ""2025-10-28T11:15:00"", ""text"": ""automation stream stream""}"
"{""timestamp"": ""2025-10-28T12:52:00"", ""text"": ""learn powerbi powerbi ai""}"
"{""timestamp"": ""2025-10-28T11:26:00"", ""text"": ""ai analysis ai learn learn""}"
"{""timestamp"": ""2025-10-28T12:36:00"", ""text"": ""click stream""}"
"{""timestamp"": ""2025-10-28T14:56:00"", ""text"": ""n8n learn ai learn""}"
"{""timestamp"": ""2025-10-28T13:44:00"", ""text"": ""data automation powerbi learn""}"
"{""timestamp"": ""2025-10-28T14:38:00"", ""text"": ""automation python stream""}"
"{""timestamp"": ""2025-10-28T13:09:00"", ""text"": ""data n8n python powerbi analysis""}"
"{""timestamp"": ""2025-10-28T10:19:00"", ""text"": ""automation ai stream automation n8n""}"
"{""timestamp"": ""2025-10-28T10:37:00"", ""text"": ""click automation analysis python""}"
"{""timestamp"": ""2025-10-28T11:31:00"", ""text"": ""powerbi n8n analysis""}"
"{""timestamp"": ""2025-10-28T10:51:00"", ""text"": ""stream ai analysis""}"
"{""timestamp"": ""2025-10-28T09:29:00"", ""text"": ""analysis click""}"
"{""timestamp"": ""2025-10-28T13:56:00"", ""text"": ""data n8n ai learn python""}"
"{""timestamp"": ""2025-10-28T13:37:00"", ""text"": ""powerbi data analysis learn""}"
"{""timestamp"": ""2025-10-28T09:31:00"", ""text"": ""ai data powerbi learn ai""}"
